include,v,do,id,powo,taxon_name,taxon_authors,species_syn,species_alt,group,item,description,related,also,source,petruzzello,hill,dalby,vanwyk,anderson,katzer,ucla,polyu,freq,category,tag,comment,kingdom,part,wikipedia,britannica,common_names,wyk_name,dalby_name,hill_name,anderson_name,katzer_name,amar_name,hu_name,wiki_name,other_name,etymologies,wiktionary,plant name,region_of_origin,origin dalby,lat,lon,location,macroarea,cultivation,color,taste_smell,heat,major_uses,ill_source,ill_page,ill_key,ill_link,other_links,wn_plant,wn,wn_comment,English,en_alt,Arabic,ar,ar_literal,ar_alt,Chinese,zh,zh_literal,zh_alt,zh_notes,Hungarian,hu_literal,hu_alt,hu_notes,Cantonese,yu,yu literal,notes,operative,pharmaceutical,tcm,tcm_db,tcm_url,tcm_zh,tcm_pinyin,tcm_en,tcm_desc,medicinal_group,nature_and_flavors,meridian_affinity,action,foc,hu_history_1990,year recorded in TCM,ayurveda,gbif,trop,eol,ncbi,Hindi,hi,hi literal,Hi alt ,Indonesian,Persian
maybe,5.0,,,,,,,,,"Cumin, Black",,,,hill_contemporary_2004,,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,6.0,,,,,,,,,curry,,,,,1.0,,,,,,,,1,spice blend,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,11.0,,,,Murraya koenigii,,,,,curry leaf,,,,vanwyk_2014_culinary,,1.0,,1.0,,1.0,,,3,,,,Plantae,leaf,,,,curry leaf,,,,,,,,,,,,Ind; Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Helichrysum italicum,,,,,curry plant; Italian everlasting; immortelle,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,curry plant; Italian everlasting; immortelle,,,,,,,,,,,,Med; W As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,"Cyprus balm, *Chios balm, tsikoudia",resin of Pistacia atlantica,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,"Cyprus balm, *Chios balm, tsikoudia",,,,,,,,,,,,Mediterranean lands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Allium neopolitanum,,,,,daffodil garlic; Naples garlic; false garlic,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,bulb; leaf,,,,daffodil garlic; Naples garlic; false garlic,,,,,,,,,,,,Med; W As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Rosa × damascena,,,,,damask rose; Portland rose; pink damask rose; Bulgarian rose,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,petals,,,,damask rose; Portland rose; pink damask rose; Bulgarian rose,,,,,,,,,,,,SW Eur; W As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Turneria diffusa,,,,,damiana,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit,,,,damiana,,,,,,,,,,,,Trop Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,21.0,,,,Taraxacum officinale,,,,,dandelion,,,,vanwyk_2014_culinary,,,,1.0,,,,1.0,2,,,,,fresh leaf,,,,dandelion,,,,,,,,,,,,Euras,,,,,,,,,,,,,,,,,,,,,,,,,蒲公英,púgōngyīng,,,,,,,,,,,,,Taraxaci Herba,1.0,polyu-tcm,,蒲公英,púgōngyīng,Dandelion,"Dried herb of Taraxacum monolicium Hand. -Mazz., Taraxacum sinicum Kitag. or several other species of the same genus (Fam. Compositae)",Heat-clearing and detoxicating medicinal,"sweet, bitter; cold","Liver, Stomach",,,,,,,,,,,,,,,
maybe,16.0,,,,Phoenix dactylifera,L.,,,,date,,,,hu_history_1990,,,,,,,,,0,fruit,,,Plantae,fruit,,,,,,,,,,,,,,,,Med,,33.0,44.0,Iraq,Mid E,,,,,,,,,,,,,,,,,,,,椰棗,yēzǎo,,,,,,,,,,,,,,,,,,,,,,,,,,yes,300,,,,,,,,,,,
maybe,8.0,,,,Artemisia pallens,,,,,davana,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,davana,,,,,,,,,,,,As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Deianira nervosa,,,,,Deianiraktaut,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,Deianiraktaut,,,,,,,,,,,,Trop Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Alstonia scholaris,,,,,devil tree; dita bark; palmira alstonia,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,bark,,,,devil tree; dita bark; palmira alstonia,,,,,,,,,,,,Indomal; Aus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Lepidium latifolium,,,,,dittander; perennial peppergrass,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fresh herb,,,,dittander; perennial peppergrass,,,,,,,,,,,,Eur; Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Origanum dictamnus,,,,,dittany of Crete,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,dittany of Crete,,,,,,,,,,,,Greece; Crete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Angelica acutiloba,,,,,dong dang gui,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,root; leaf,,,,dong dang gui,,,,,,,,,,,,Eur; E As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Physalis pubescens,,,,,downy ground cherry; ground cherry,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,ripe fruit,,,,downy ground cherry; ground cherry,,,,,,,,,,,,N Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,30.0,,,,Calamus draco,Willb.,Daemonorops draco Bl.,,,Dragon's blood,juice of Dracaena cinnabari; D. schizantha and D. draco,,,dalby_2000_dangerous,,,1.0,,,,,1.0,2,medicine,,,Plantae,resin,,,,,Dragon's blood,,,,,,,,,,,"north-east Africa, Socotra and Canary Islands",Sumatra,-1.0,101.0,Indonesia,Asia,,blood red,,,,,,,,,,,,,,,,,,血竭,xiějié,,,,,,,,,,,,,Draconis Sanguis,1.0,polyu-tcm,,血竭,xiějié,,Prepared resin of the fruit of Daemonorops draco Bl. (Fam. Palmae),Blood-activating trauma-curing medicinal,"sweet, salty; neutral","Liver, Heart",,,yes,659,,,,,,,,,,,
maybe,8.0,,,,Drimys winteri,,,,,drimys bark; winter’s bark,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,bark,,,,drimys bark; winter’s bark,,,,,,,,,,,,S Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Allium stipitatum,,,,,drumstick onion,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,bulb,,,,drumstick onion,,,,,,,,,,,,C As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Calamintha cretica,,,,,dwarf calamint,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,dwarf calamint,,,,,,,,,,,,Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Hemerocallis minor,,,,,dwarf yellow day lily; grass leaf day lily; little day lily,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,flower,,,,dwarf yellow day lily; grass leaf day lily; little day lily,,,,,,,,,,,,E As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Cymbopogon flexuosus,,,,,East Indian lemongrass; Malabar lemongrass; Cochin grass,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,East Indian lemongrass; Malabar lemongrass; Cochin grass,,,,,,,,,,,,S As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Minthostachys mollis,,,,,Ecuadorian mint; tipo leaf,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; herb,,,,Ecuadorian mint; tipo leaf,,,,,,,,,,,,N Andes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Allium × proliferum,,,,,Egyptian onion; top onion; tree onion,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,bulblet; leaf,,,,Egyptian onion; top onion; tree onion,,,,,,,,,,,,cultigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Sambucus nigra,,,,,elderflowers; elderberries; black elder; common elder; European elder,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,flower; fruit,,,,elderflowers; elderberries; black elder; common elder; European elder,,,,,,,,,,,,Eur; As; Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,Elecampane,leaf of Inula helenium,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,Elecampane,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Inula helenium,,,,,elecampane; scabwort; velvet dock,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,rhizome,,,,elecampane; scabwort; velvet dock,,,,,,,,,,,,As; Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,"Elemi, brea, Manila resin",Canarium luzonicum; C. commune and other species,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,"Elemi, brea, Manila resin",,,,,,,,,,,,Malay archipelago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Phyllanthus emblica,,,,,emblic; emblic myrobalan; Indian gooseberry,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit,,,,emblic; emblic myrobalan; Indian gooseberry,,,,,,,,,,,,Trop As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Cichorium endivia,,,,,endive,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,endive,,,,,,,,,,,,Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Pelargonium × limoneum,,,,,English finger-bowl geranium,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,English finger-bowl geranium,,,,,,,,,,,,cultivated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Achillea ageratum,,,,,English mace; sweet nancy; sweet yarrow,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; herb,,,,English mace; sweet nancy; sweet yarrow,,,,,,,,,,,,Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,7.0,,,,,,,,,epazote,,,,katzer_2006_gernot,,1.0,,,,1.0,,,2,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Thymus schimperi,,,,,Ethiopian thyme,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,Ethiopian thyme,,,,,,,,,,,,N Afr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Heterotheca inuloides,,,,,false golden aster; Mexican arnica,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,flower,,,,false golden aster; Mexican arnica,,,,,,,,,,,,S & N Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Ocotea pretiosa,,,,,false sassafras,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,bark; leaf,,,,false sassafras,,,,,,,,,,,,Braz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Saposhnikova divaricata,,,,,fang-feng,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fresh leaves,,,,fang-feng,,,,,,,,,,,,NE As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,18.0,,,,Foeniculum vulgare,Mill.,,,,fennel (vegetable),,,,manual,,,,,,,,,0,vegetable,culinary,,Plantae,bulb,https://en.wikipedia.org/wiki/Fennel,,fennel,fennel,,,,,,,,,,,,Med,,29.0,42.0,,Med.; W. Asia,,,,,,,,,,,fennel.n.01,fennel.n.02,,fennel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Lippia javanica,,,,,fever tea,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; herb,,,,fever tea,,,,,,,,,,,,Afr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Allium paradoxum,,,,,few-flowered leek,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,bulb; leaf,,,,few-flowered leek,,,,,,,,,,,,Eur; W As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Allium oleraceum,,,,,field garlic,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,bulb; leaf,,,,field garlic,,,,,,,,,,,,Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,17.0,,,,Brassica rapa,L.,,,,field mustard,,,,hu_history_1990,,,,,,,,,0,spcie,,,Plantae,seed,,,,,,,,,,,,,,,,Eur,,39.0,35.0,,Eurasia,,,,,,,,,,,,,,,,,,,,蕓薹,yúntái,,,,,,,,,,,,,,,,,蕓薹子,yúntáizǐ,,,,,,,,yes,659,,,,,,,,,,,
maybe,17.0,,,,Ficus carica,L.,,,,fig,,,,hu_history_1990,,,,,,,,,0,fruit,,,Plantae,fruit,,,,,,,,,,,,,,,,Med,,36.0,51.0,Iran,Asia,,,,,,,,,,,,,,,,,,,,無花果,wú​huā​guǒ,no-flower-fruit,,,,,,,,,,,,,,,,,,,,,,,,,yes,1407,,,,,,,,,,,
maybe,8.0,,,,Corylus maxima,,,,,filbert,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,seed,,,,filbert,,,,,,,,,,,,Eur; C & W As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,5.0,,,,,,,,,Finger Root,,,,hill_contemporary_2004,,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,6.0,,,,,,,,,fingerroot,,,,katzer_2006_gernot,,,,,,1.0,,,1,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Boesenbergia rotunda (=Boesenbergia pandurata),,,,,fingerroot; Chinese keys; krachai,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,rhizome; root,,,,fingerroot; Chinese keys; krachai,,,,,,,,,,,,Trop As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Houttuynia cordata,,,,,fishwort; fish mint; saururis; heart leaf,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; herb,,,,fishwort; fish mint; saururis; heart leaf,,,,,,,,,,,,SE As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Iris germanica,,,,,flag iris; common iris; German iris; orris,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,rhizome,,,,flag iris; common iris; German iris; orris,,,,,,,,,,,,Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,4.0,,,,,,,,,flax,,,,,,,,,,,,,0,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Monarda didyma,,,,,fragrant balm; Oswego bee balm; Oswego tea,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; herb,,,,fragrant balm; Oswego bee balm; Oswego tea,,,,,,,,,,,,E & N Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Pandanus tectorius,,,,,fragrant screwpine,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; male flowers,,,,fragrant screwpine,,,,,,,,,,,,Trop OW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Rhus aromatica,,,,,fragrant sumach; lemon sumach; skunkbush; polecat bush; Sicilian sumac,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit,,,,fragrant sumach; lemon sumach; skunkbush; polecat bush; Sicilian sumac,,,,,,,,,,,,Eastern N Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,39.0,,,,Boswellia sacra,Flück.,Boswellia carteri Birdw.,et al.?,,frankincense,,,,hu_history_1990,,,,,,,,1.0,1,incense,,,Plantae,resin,,,,frankincense; olibanum,,,,,,,,,,,,E. Afr.; S. Ar.,,12.0,51.0,Oman,Mid E,,,,,incense; ritualistic,,II 175,,,,,,,frankincense,,لبان,lubān,"gum, resin","l-b-n; labaan is breast; libaan is sucking, nursing",乳香,rǔxiāng,breast/suckle-incense,,,tömjén,,,,,,,samgh kundur,,Olibanum,1.0,polyu-tcm,,乳香,rǔxiāng,Frankincense,Dired resin of the bark of Bowswellia carterii Birdwood or several other species of the same genus (Fam. Burseraceae),Blood-activating analgesic medicinal,"pungent, bitter; warm","Liver, Heart, Spleen",,,yes,540,,,,,,,,,,,صمغ کندر
maybe,9.0,,,,,,,,,"Frankincense, olibanum",resin of Boswellia carterii; B. frereana and B. sacra,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,"Frankincense, olibanum",,,,,,,,,,,,Arabia and north-east Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Lavandula dentata,,,,,French lavender,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,French lavender,,,,,,,,,,,,Med; W As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Rosa gallica,,,,,French rose,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,petals,,,,French rose,,,,,,,,,,,,Eur; W As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Rumex scutatus,,,,,French sorrel; buckler-leaved sorrel,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,French sorrel; buckler-leaved sorrel,,,,,,,,,,,,Eur; As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Ruta chalepensis,,,,,fringed rue; Egyptian rue; Syrian rue; Aleppo rue,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,fringed rue; Egyptian rue; Syrian rue; Aleppo rue,,,,,,,,,,,,Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Hemerocallis fulva,,,,,fulvous day lily; golden needles; orange needles; tawny day lily,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,flower,,,,fulvous day lily; golden needles; orange needles; tawny day lily,,,,,,,,,,,,As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,5.0,,,,,,,,,"Galangal, Lesser",,,,hill_contemporary_2004,,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,13.0,,,,Ferula galbaniflua,Boiss. et Buhse.,Ferula gummosa,,,galbanum,resin of Ferula galbaniflua,,,vanwyk_2014_culinary,,,1.0,1.0,,,,,2,,,,Plantae,gum,,,,galbanum,Galbanum,,,,,,,,,,,W As (Iran),Iran,,,,,,,,,,,II 153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,7.0,,,,,,,,,gale,,,,katzer_2006_gernot,,1.0,,,,1.0,,,2,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Lippia multiflora,,,,,Gambian tea bush,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,Gambian tea bush,,,,,,,,,,,,Afr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Garcinia xanthochymus,,,,,gamboges; mundu,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit,,,,gamboges; mundu,,,,,,,,,,,,N Ind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Gardenia augusta,,,,,gardenia; Cape jasmine,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,flower; fruit,,,,gardenia; Cape jasmine,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,15.0,,,,Allium sativum,,,,,garlic,,,,vanwyk_2014_culinary,,1.0,,1.0,,1.0,1,,4,,,,Plantae,bulb,,,,garlic,,,,,,,,,,,,C As; W As,,,,,,,,"fiery, alliaceous",2-6,"meats, marinades; expectorant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Afrostyrax lepidophyllus,,,,,garlic bark (tree),,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,bark; seed,,,,garlic bark (tree),,,,,,,,,,,,Trop Afr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Allium tuberosum,,,,,garlic chive; Chinese chive,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,garlic chive; Chinese chive,,,,,,,,,,,,As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Alliaria petiolata,,,,,garlic mustard,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,garlic mustard,,,,,,,,,,,,Eur; Temp As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Crateva religiosa,,,,,garlic pear; sacred barma; temple tree,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit,,,,garlic pear; sacred barma; temple tree,,,,,,,,,,,,Madag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Cola nitida,,,,,gbanja cola,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,seed,,,,gbanja cola,,,,,,,,,,,,Afr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Rhamnus prinoides,,,,,geisho; gesho,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,geisho; gesho,,,,,,,,,,,,Afr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Artemisia genipi,,,,,genépi noir,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,genépi noir,,,,,,,,,,,,Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Matricaria recutita,,,,,German chamomile,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,German chamomile,,,,,,,,,,,,Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
